wavelength [um],"Bulb Spectra, No background"
0.636431,27474.8
0.636464,27383.2
0.636497,27379.6
0.63653,27323.6
0.636563,27471.6
0.636597,27440.4
0.63663,27364.8
0.636663,27427.6
0.636696,27411.2
0.636729,27296
0.636762,27368.4
0.636796,27285.2
0.636829,27319.6
0.636862,27299.6
0.636895,27520
0.636928,27362
0.636961,27501.6
0.636994,27318.4
0.637027,27326.4
0.637061,27378
0.637094,27666.4
0.637127,27302.8
0.63716,27320
0.637193,27490
0.637226,27343.6
0.637259,27411.2
0.637293,27378.8
0.637326,27548
0.637359,27503.6
0.637392,27638
0.637425,27490.8
0.637458,27493.6
0.637491,27550.8
0.637524,27668
0.637557,27482.4
0.637591,27602
0.637624,27501.2
0.637657,27767.2
0.63769,27594.8
0.637723,27466.4
0.637756,27550
0.637789,27584
0.637822,27593.2
0.637855,27597.2
0.637889,27590
0.637922,27598.8
0.637955,27678.4
0.637988,27634.4
0.638021,27677.6
0.638054,27684.8
0.638087,27562.4
0.63812,27679.2
0.638153,27572
0.638187,27695.2
0.63822,27712.4
0.638253,27566.4
0.638286,27704.4
0.638319,27687.6
0.638352,27697.6
0.638385,27615.6
0.638418,27701.6
0.638451,27738
0.638484,27694
0.638517,27742
0.638551,27643.2
0.638584,27658.8
0.638617,27670.4
0.63865,27750.8
0.638683,27706
0.638716,27695.2
0.638749,27666.4
0.638782,27666
0.638815,27614
0.638848,27854
0.638881,27733.2
0.638914,27688.4
0.638948,27663.2
0.638981,27845.6
0.639014,27821.2
0.639047,27727.6
0.63908,27766.8
0.639113,27845.2
0.639146,27744.4
0.639179,27724.8
0.639212,27767.2
0.639245,27762
0.639278,27840.4
0.639311,27954.8
0.639344,27812.4
0.639377,27838.4
0.63941,27945.6
0.639444,27904
0.639477,27923.6
0.63951,27878.4
0.639543,27926.4
0.639576,27876.4
0.639609,27863.6
0.639642,27897.6
0.639675,27813.6
0.639708,27842.4
0.639741,28054.8
0.639774,27928
0.639807,27867.2
0.63984,27873.2
0.639873,27863.6
0.639906,27877.6
0.639939,28048.4
0.639972,27842.8
0.640005,27776.8
0.640038,27961.2
0.640072,27963.6
0.640105,28087.2
0.640138,27923.2
0.640171,27956
0.640204,28013.6
0.640237,27916.4
0.64027,27856.8
0.640303,27965.6
0.640336,28003.2
0.640369,27970
0.640402,27966.4
0.640435,27981.2
0.640468,27898.8
0.640501,28076.4
0.640534,27935.2
0.640567,28096
0.6406,27964.4
0.640633,28095.2
0.640666,28018
0.640699,27890.4
0.640732,28028
0.640765,28013.6
0.640798,28038
0.640831,28012.4
0.640864,28066.8
0.640897,28014
0.64093,28118
0.640963,28094.8
0.640996,28025.2
0.641029,28156.8
0.641062,28168.8
0.641095,27948
0.641128,28023.6
0.641161,28024.8
0.641194,28046.4
0.641227,28085.2
0.64126,28122.4
0.641293,28122.8
0.641326,27954.8
0.641359,28082
0.641392,28162.4
0.641425,28116.4
0.641458,28025.2
0.641491,28103.6
0.641524,28114.8
0.641557,28135.2
0.64159,28137.2
0.641623,28223.2
0.641656,28079.2
0.641689,28052.4
0.641722,28219.2
0.641755,28336.8
0.641788,28211.2
0.641821,28317.2
0.641854,28252.8
0.641887,28202.4
0.64192,28300.4
0.641953,28271.2
0.641986,28356.8
0.642019,28278.4
0.642052,28280.4
0.642085,28179.6
0.642118,28212
0.642151,28338.4
0.642184,28303.2
0.642217,28270.4
0.64225,28264.4
0.642283,28250.4
0.642316,28158.8
0.642349,28325.2
0.642382,28200
0.642415,28231.6
0.642448,28492
0.642481,28252.8
0.642514,28254
0.642547,28269.6
0.64258,28431.6
0.642613,28430.4
0.642646,28288.8
0.642679,28373.6
0.642711,28320.4
0.642744,28313.2
0.642777,28330
0.64281,28343.2
0.642843,28351.6
0.642876,28363.6
0.642909,28317.6
0.642942,28273.2
0.642975,28425.6
0.643008,28405.2
0.643041,28188.8
0.643074,28296
0.643107,28382.8
0.64314,28315.6
0.643173,28452.4
0.643206,28436.8
0.643239,28313.2
0.643272,28372.4
0.643305,28376.4
0.643338,28261.2
0.64337,28415.2
0.643403,28417.6
0.643436,28253.2
0.643469,28333.2
0.643502,28411.2
0.643535,28420.8
0.643568,28445.6
0.643601,28538.8
0.643634,28428
0.643667,28553.2
0.6437,28396.4
0.643733,28503.6
0.643766,28555.6
0.643799,28484.8
0.643831,28516.4
0.643864,28600
0.643897,28476.8
0.64393,28569.2
0.643963,28579.2
0.643996,28574.8
0.644029,28477.6
0.644062,28504.8
0.644095,28566.4
0.644128,28521.2
0.644161,28493.6
0.644194,28410
0.644226,28523.6
0.644259,28534.4
0.644292,28538.8
0.644325,28584.8
0.644358,28703.2
0.644391,28498.8
0.644424,28577.2
0.644457,28561.6
0.64449,28481.2
0.644523,28648.8
0.644556,28590.4
0.644588,28630.4
0.644621,28536.8
0.644654,28653.2
0.644687,28626.8
0.64472,28689.2
0.644753,28521.2
0.644786,28702.8
0.644819,28555.2
0.644852,28558.4
0.644884,28483.6
0.644917,28616.4
0.64495,28588
0.644983,28678
0.645016,28678.8
0.645049,28674.8
0.645082,28758.8
0.645115,28780.8
0.645148,28568.8
0.64518,28736.4
0.645213,28566.4
0.645246,28657.6
0.645279,28629.6
0.645312,28870.8
0.645345,28654.4
0.645378,28582.8
0.645411,28660
0.645443,28675.2
0.645476,28823.2
0.645509,28720
0.645542,28713.6
0.645575,28705.2
0.645608,28749.2
0.645641,28660
0.645674,28880.4
0.645706,28697.2
0.645739,28752
0.645772,28728.4
0.645805,28880
0.645838,28726.4
0.645871,28850.4
0.645904,28804.4
0.645936,28992.4
0.645969,28787.6
0.646002,28821.6
0.646035,28776.8
0.646068,28731.2
0.646101,28902.4
0.646134,28804.4
0.646166,28843.6
0.646199,28994.4
0.646232,28809.2
0.646265,28794.4
0.646298,28884
0.646331,28854.4
0.646363,28844.4
0.646396,28911.6
0.646429,28889.6
0.646462,29088.8
0.646495,28758.8
0.646528,28959.6
0.64656,28940.4
0.646593,28839.2
0.646626,28888
0.646659,28892.8
0.646692,28855.6
0.646725,28935.2
0.646757,29099.2
0.64679,29154.4
0.646823,28956.8
0.646856,29090.4
0.646889,29014.8
0.646922,28974.4
0.646954,29108
0.646987,28977.6
0.64702,29047.6
0.647053,29060
0.647086,28978.4
0.647119,29081.6
0.647151,29021.2
